repository,continuous_integration,documentation,unit_test,community,history,license,management
ticlo/rc-dock,1,0.06536568517399187,0.0,1,26.857142857142854,1,0.07142857142857142
reactjs/th.reactjs.org,0,0.020234406574161392,0.0,460,60.3012048192771,1,0.012048192771084338
gymnasium/gym-front-end,0,0.02180194378775939,0.0,2,54.13333333333333,1,0.06666666666666668
ehmicky/gulp-execa,0,0.01342563457100902,0.0,1,57.714285714285715,1,0.07142857142857142
Samsung/TAU,1,0.16089186058136185,0.031005189236841577,7,56.64285714285714,1,0.07142857142857142
BrightspaceUI/core,1,0.014547650417215634,0.3704667784346599,5,171.57142857142858,1,0.07142857142857142
bcgov/landuseplanning-api,0,0.031047906071450995,0.3729318332230311,5,28.0,1,0.03448275862068965
typpo/quickchart,1,0.05614678899082569,0.20068027210884354,1,26.285714285714285,1,0.07142857142857142
steedos/steedos-platform,0,0.1274359796600852,0.009024665655104274,8,186.31034482758625,1,0.03448275862068965
Yoast/javascript,1,0.05307617034776431,0.21740746049188076,18,201.95161290322582,0,0.016129032258064516
F5Networks/f5-telemetry-streaming,0,0.09601501421975568,0.3358697273909244,6,63.35,1,0.05
jsxcad/JSxCAD,1,0.13483611821440664,0.0,2,153.57142857142858,1,0.07142857142857142
reactjs/sv.reactjs.org,0,0.02047035978208102,0.0,479,59.08433734939759,1,0.012048192771084338
Rult/sbot,0,0.006253435953820781,0.0,2,37.6,1,0.06666666666666668
velabikes/vela-store,0,0.00519303399076794,0.0,5,77.14285714285714,0,0.07142857142857142
puncsky/typescript-starter,0,0.0056657223796034,0.0,1,28.625,1,0.0625
bcye/Hello-Goodbye,1,0.08915853336850435,0.0,2,18.785714285714285,1,0.07142857142857142
SuperMap/vue-iclient,0,0.15887273072901814,0.06928020076809004,4,50.85714285714285,1,0.07142857142857142
MixinNetwork/desktop-app,0,0.09429323968393327,0.0,3,153.13333333333333,1,0.06666666666666668
codypearce/material-bread,1,0.0039142325562480295,0.0004608101880943403,2,68.93333333333334,1,0.06666666666666668
zilpay/zil-pay,0,0.06867216727309998,0.3341581241899376,2,83.73333333333333,1,0.06666666666666668
reactjs/ur.reactjs.org,0,0.02047035978208102,0.0,477,59.036144578313255,1,0.012048192771084338
ehmicky/keep-func-props,0,0.0032842969551830307,0.0,1,40.92857142857143,1,0.07142857142857142
projectcaluma/ember-caluma,0,0.06442677609643499,0.0,5,53.714285714285715,1,0.047619047619047616
uc-cdis/guppy,1,0.02114545510023495,0.2815674891146589,2,21.066666666666666,1,0.06666666666666668
reactjs/te.reactjs.org,0,0.02047035978208102,0.0,488,58.44578313253012,1,0.012048192771084338
mbifulco/blog,0,0.01034047919293821,0.0,2,55.26666666666666,1,0.06666666666666668
george-aidonidis/generator-gemod,1,0.0,0.4623287671232877,2,24.13333333333333,1,0.06666666666666668
MLH/mlh-localhost-github,0,0.02032520325203252,0.0,79,35.714285714285715,1,0.07142857142857142
reactjs/gu.reactjs.org,0,0.02047035978208102,0.0,477,59.59036144578313,1,0.012048192771084338
sbardian/gatsby-plugin-breadcrumb,0,0.01814882032667877,0.5352380952380953,2,48.0,0,0.06666666666666668
viz-centric/flair-bi,0,0.0490228409750979,0.22108767372773824,7,116.26666666666668,1,0.06666666666666668
viz-centric/flair-notifications,0,0.015116706487777982,0.011687280154317484,6,60.06666666666667,1,0.06666666666666668
theDavidBarton/puppeteer-daily-menu-scraper,0,0.17029887920298878,0.12778993435448574,1,17.666666666666668,1,0.06666666666666668
drzzle-app/picazzo,1,0.02559914853011341,0.004536830817454426,1,8.6,0,0.04
miragejs/miragejs,1,0.12356821687616923,0.753788026331165,14,26.65625,1,0.015625
incognitochain/incognito-chain-web-js,0,0.09940278699402788,0.0,2,54.86666666666667,0,0.06666666666666668
react-native-community/rn-diff-purge,0,0.0348911695356476,0.0,1,46.714285714285715,1,0.07142857142857142
wagerfield/nuxt-stack,0,0.012170385395537523,0.0,2,46.53333333333333,1,0.06666666666666668
linthtml/linthtml,1,0.02888543879718908,0.6222381750019941,6,17.17391304347826,1,0.014492753623188406
AdguardTeam/Scriptlets,1,0.2262936646702132,0.0,3,46.70588235294117,1,0.05882352941176471
RedHatInsights/tower-analytics-frontend,1,0.005528934758569849,0.10473715770537677,4,16.833333333333332,1,0.04166666666666666
LekoArts/gatsby-starter-portfolio-jodie,0,0.035398230088495575,0.0,1,20.0,1,0.07142857142857142
patheard/cucumber-puppeteer,0,0.02243534851858195,0.579454253611557,2,14.055555555555555,1,0.05555555555555555
nextcloud/viewer,0,0.08182844243792325,0.4706601466992665,4,57.0,1,0.06666666666666668
City-of-Helsinki/servicemap-ui,1,0.02557647556589803,0.0,3,115.8,0,0.06666666666666668
strapi/foodadvisor,1,0.029766001376462486,0.2071834415584416,4,11.8,1,0.06666666666666668
team-friendo/signalboost,0,0.05177556156212136,0.5954485488126651,1,52.3,1,0.05
nextcloud/privacy,0,0.02565936266376795,0.0,4,47.6,1,0.06666666666666668
PODEntender/dona-fifi,1,0.0,0.0,1,32.73333333333333,0,0.06666666666666668
caffeinum/upme-plus,0,0.034463794683776354,0.0,2,30.4,1,0.06666666666666668
ClarkSource/eslint-config,0,0.21425037110341416,0.0,2,30.93333333333333,1,0.06666666666666668
collabere/collabere,0,0.3320266272189349,0.0,3,46.4,0,0.06666666666666668
near/near-cli,1,0.04618809126321647,0.0,6,56.0,1,0.06666666666666668
sencha/ext-web-components,0,0.09054748461882572,0.00042092214328004734,4,100.73333333333332,1,0.06666666666666668
qiufeihong2018/vuepress-blog,0,0.005377957876832258,0.0,2,30.8,0,0.06666666666666668
reactjs/ne.reactjs.org,0,0.02047035978208102,0.0,469,60.036144578313255,1,0.012048192771084338
ros-av/cli,1,0.1141804788213628,0.0,2,15.466666666666667,1,0.06666666666666668
infinitered/nsfwjs,1,0.03627098321342925,0.0,3,30.6,1,0.06666666666666668
reactjs/tr.reactjs.org,0,0.02047035978208102,0.0,399,68.01204819277109,1,0.012048192771084338
reactjs/si.reactjs.org,0,0.020420258620689656,0.0,473,60.12048192771085,1,0.012048192771084338
reactjs/it.reactjs.org,0,0.02047035978208102,0.0,469,60.722891566265055,1,0.012048192771084338
den19980107/nkust-online-study,0,0.17007025179086474,0.04593504068293984,4,53.714285714285715,0,0.07142857142857142
SocialGouv/code-du-travail-backoffice,1,0.0010101267660056056,0.2231814227397444,2,80.86666666666666,1,0.06666666666666668
goabstract/Awesome-Design-Tools,0,0.009822301923703943,0.0,17,107.13333333333334,1,0.06666666666666668
Koenkk/zigbee2mqtt.io,0,0.00033110676033628933,0.04141176470588236,38,38.73333333333333,1,0.06666666666666668
GetStream/stream-chat-react,1,0.0968300335388943,0.2300032970656116,5,82.46153846153847,1,0.07692307692307693
reactjs/bn.reactjs.org,0,0.02047035978208102,0.0,437,62.3012048192771,1,0.012048192771084338
indsante/Documentation-SNDS,0,0.005928164593746368,0.0,12,77.0,1,0.06666666666666668
janeadams/storywrangler,0,0.9354888446890852,0.0,1,81.33333333333333,1,0.06666666666666668
reactjs/uk.reactjs.org,0,0.02047035978208102,0.0,446,63.180722891566255,1,0.012048192771084338
nullworks/accgen-web,0,0.01977107180020812,0.0,2,25.4,1,0.06666666666666668
valueflows/vf-graphql,1,0.14628224582701066,0.0,1,27.066666666666666,1,0.06666666666666668
mojaloop/documentation,0,0.02667074242482137,0.0,4,31.066666666666666,1,0.06666666666666668
reactjs/ar.reactjs.org,0,0.02047035978208102,0.0,348,72.28915662650603,1,0.012048192771084338
reactjs/hi.reactjs.org,0,0.02047035978208102,0.0,425,63.216867469879524,1,0.012048192771084338
reactjs/pl.reactjs.org,0,0.02047035978208102,0.0,444,62.9277108433735,1,0.012048192771084338
reactjs/uz.reactjs.org,0,0.02047035978208102,0.0,465,60.277108433734945,1,0.012048192771084338
reactjs/de.reactjs.org,0,0.02047035978208102,0.0,412,64.55421686746989,1,0.012048192771084338
kiwiirc/kiwibnc,0,0.036615210843373484,0.0,1,23.25,1,0.0625
reactjs/he.reactjs.org,0,0.02047035978208102,0.0,398,65.01204819277109,1,0.012048192771084338
campuslightbox/Campus-Lightbox,0,0.028313016122689737,0.0,3,13.333333333333336,0,0.06666666666666668
OvidijusParsiunas/myvision,0,0.30110339259583196,0.0,2,73.46666666666667,1,0.06666666666666668
reactjs/fa.reactjs.org,0,0.02047035978208102,0.0,425,64.16867469879519,1,0.012048192771084338
reactjs/ml.reactjs.org,0,0.02047035978208102,0.0,460,60.62650602409639,1,0.012048192771084338
reactjs/nl.reactjs.org,0,0.02047035978208102,0.0,477,59.38554216867471,1,0.012048192771084338
blobfysh/Lootcord,0,0.02800050910016546,0.0,1,29.93333333333333,1,0.06666666666666668
nearform/graphql-hooks,0,0.02969084787266605,0.5574742268041237,4,27.66666666666667,1,0.06666666666666668
reactjs/pt-BR.reactjs.org,0,0.02047035978208102,0.0,495,66.96385542168674,1,0.012048192771084338
reactjs/zh-hant.reactjs.org,0,0.02047035978208102,0.0,415,64.89156626506022,1,0.012048192771084338
zhaoolee/ChromeAppHeroes,0,0.014123137383330603,0.0,1,42.6,1,0.06666666666666668
reactjs/ru.reactjs.org,0,0.02047035978208102,0.0,291,87.36144578313251,1,0.012048192771084338
reactjs/ko.reactjs.org,0,0.02047035978208102,0.0,462,64.34939759036145,1,0.012048192771084338
reactjs/id.reactjs.org,0,0.020329138431752183,0.0,501,60.30952380952381,1,0.011904761904761904
reactjs/fr.reactjs.org,0,0.02047035978208102,0.0,342,75.59036144578313,1,0.012048192771084338
reactjs/vi.reactjs.org,0,0.02047035978208102,0.0,451,61.98795180722892,1,0.012048192771084338
reactjs/az.reactjs.org,0,0.02047035978208102,0.0,363,66.90361445783131,1,0.012048192771084338
UWindsorCSS/hub,0,0.0836395450568679,0.0,3,24.66666666666667,0,0.06666666666666668
shiyu3169/ulem,0,0.0069903725408120565,0.0,1,36.6,1,0.06666666666666668
getferdi/ferdi,1,0.009184056649321388,0.003913652467660872,5,114.67741935483869,1,0.03225806451612903
datorama/app-components,0,0.0073691343384719625,0.0014750068287353185,5,56.73333333333333,0,0.06666666666666668
reactjs/reactjs.org-translation,0,0.051833122629582805,0.0,31,12.8125,1,0.03125
Coding-Coach/find-a-mentor,1,0.021568627450980392,0.043132803632236094,196,49.2,1,0.06666666666666668
vzhou842/victorzhou.com,1,0.0067555788005578795,0.17357001972386588,1,56.33333333333334,0,0.06666666666666668
refugies-info/karfur,0,0.010045274476513865,0.01509654917834549,4,60.2,1,0.06666666666666668
MagnumOpuses/jobtechdev.se,0,0.023056536585651242,0.0280894683153783,2,112.46666666666668,1,0.06666666666666668
Jahia/content-editor,0,0.04202787004780037,0.6353264314388337,7,90.13333333333334,1,0.06666666666666668
davidedantonio/create-fastify-app,1,0.0051361762519429605,0.0,3,35.0,1,0.06666666666666668
ezra-project/ezra-project,0,0.1325392869323399,0.0,1,112.06666666666666,1,0.06666666666666668
saiichihashimoto/lint-my-app,1,0.011617353421673624,0.4551282051282051,2,70.86666666666666,1,0.06666666666666668
internetarchive/iaux,1,0.0883494959928081,0.17898201163157654,5,29.0,1,0.05263157894736842
SocialGouv/emjpm,1,0.01468667537383053,0.004997054967604644,7,74.80769230769229,1,0.038461538461538464
halfnelson/svelte-native,0,0.04112854449069626,0.0005208842009310805,1,25.93333333333333,1,0.06666666666666668
reactjs/zh-hans.reactjs.org,0,0.02047035978208102,0.0,514,64.72289156626506,1,0.012048192771084338
reactjs/es.reactjs.org,0,0.02047035978208102,0.0,384,72.855421686747,1,0.012048192771084338
creativecolab/dynamic,0,0.08231928804940065,0.009945750452079566,3,46.8125,0,0.0625
reactjs/ja.reactjs.org,0,0.02047035978208102,0.0,444,65.56626506024097,1,0.012048192771084338
dyatko/arkit,1,0.11220749536591823,0.6892210382128396,2,36.25,1,0.0625
indexexchange/ix-library-adapters,0,0.2976755606482239,0.0,19,31.8,0,0.06666666666666668
qlik-oss/nebula.js,0,0.04886446886446887,0.3234143234143234,2,33.93333333333333,1,0.06666666666666668
politics-rewired/Spoke,1,0.040397378292592434,0.09722090486578773,9,100.6530612244898,1,0.020408163265306117
ioBroker/testing,0,0.1310344827586207,0.14073226544622425,2,35.666666666666664,1,0.06666666666666668
statisticspoland/sdg-indicators-pl,0,0.0103218818533274,0.0,4,376.06666666666666,1,0.06666666666666668
strapi/buffet,1,0.037844904699649067,0.10190820858693864,5,40.375,0,0.0625
abramenal/cypress-file-upload,0,0.08587786259541985,0.25,2,27.466666666666665,1,0.06666666666666668
googleads/publisher-ads-lighthouse-plugin,1,0.2322609472743521,0.19560652560167985,4,11.043478260869565,1,0.043478260869565216
formium/tsdx,0,0.059845941141615636,0.0,5,35.46666666666667,1,0.06666666666666668
SAP/ui5-webcomponents,1,0.13878348594669515,0.1054719460491409,4,78.26666666666667,1,0.06666666666666668
algenty/grafana-flowcharting,0,0.018331600939959912,0.0,2,48.8125,1,0.0625
ventureum/Chainsfr,1,0.043041639594660834,0.17691125624279674,2,84.75,1,0.0625
hpi-schul-cloud/end-to-end-tests,1,0.09101435849930524,0.0,7,15.926829268292684,1,0.024390243902439025
ehmicky/portable-files,0,0.0008152375305714075,0.0,1,34.125,1,0.0625
ehmicky/cross-platform-node-guide,0,0.00013492545368683803,0.0,1,26.875,1,0.0625
GoodDollar/GoodDAPP,1,0.037185220051776886,0.08131015857627588,9,221.625,1,0.0625
ForceManager/hoi-poi-ui,1,0.010097544238027549,0.0,4,62.73333333333333,1,0.06666666666666668
nextcloud/recommendations,1,0.04016859314132448,0.0,3,25.3125,1,0.0625
mariosant/imm,0,0.10294117647058824,0.6804733727810651,2,14.333333333333336,0,0.06666666666666668
barbalex/vermehrung,0,0.14005553627212775,0.0,1,140.125,1,0.0625
ocius/website,0,0.01586116812838216,0.0,3,67.73333333333333,1,0.06666666666666668
athomasoriginal/blog,0,0.028795298726738493,0.0,2,18.6875,1,0.0625
didi/chameleon,1,0.1149292231407972,0.13308834966557784,5,65.375,1,0.0625
near/near-wallet,1,0.008236790999799102,0.0019964507542147287,4,95.625,1,0.0625
brentonhouse/titanium-turbo,0,0.13955590849393726,0.045278042940120056,6,46.084210526315786,1,0.010526315789473684
retainful/site,0,0.0061352016663510705,0.0,2,77.23076923076924,1,0.07692307692307693
wmfs/cardscript-to-quasar,0,0.055568312284730186,0.020077720207253884,3,41.611111111111114,1,0.05555555555555555
RedHatInsights/drift-frontend,1,0.0035766148550529773,0.3745384209600844,2,19.6875,1,0.0625
RecallGraph/RecallGraph,1,0.00026668542256451735,0.6471258474334871,1,30.176470588235286,1,0.05882352941176471
guiyep/react-select-virtualized,1,0.01207269580268282,0.0,3,33.625,0,0.0625
JaeYeopHan/JBEE.io,1,0.0017654476670870113,0.0,1,29.53333333333333,1,0.06666666666666668
concave-org/concave,0,0.001,0.0,2,20.53333333333333,1,0.06666666666666668
